31;20
06;19
08;06
18;19
16;31
04;05
16;13
07;27
15;22
07;27
25;30
01;14
12
28;31
16;21
12;13
12;04
05;29
01;05
06;09
05
26
20
03;07
01;03
26
27;17
05;02
08
12
18;29
07;29
14;10
19;05
15;14
05;02
18;16
06;12
08;17
26;06
05;05
19
10
13
28;23
21;24
31;17
07;07
09;05
30;08
10;20
29;18
19;07
27;29
09
08;07
04;21
25;21
03;21
02;25
04
08;03
28;14
02;25
10;09
07;20
15;24
11;15
18;14
09;20
08;30
06;11
14
02;31
22;05
10;27
11;03
04;18
16;14
22;28
10;07
28;22
03;27
04;11
23;20
09;17
13;22
19;30
03;19
08;05
23;03
08;17
09;11
23;04
06;16
16;28
12;05
30;25
28;28
04;24
28;18
06;19
12;04
22;01
08;14
04
01;19
06;12
28;12
26;18
06;03
26;09
04;29
30;11
04;20
27;19
04;19
07;09
05;05
19;01
18;09
06;31
07;02
07
09
09;30
05;30
06;05
24;05
24;08
03;25
08;08
14;03
26;06
09;07
11;13
31;10
17;30
16
17;19
13;23
08;02
19
06;02
10;13
09
07;14
15
22
11
05;26
24;08
22;19
23;20
07;05
02;24
16
08;04
10;24
20;05
07;31
12;01
14;23
25;13
01;11
05;22
11;07
28;30
12;24
08;22
20;13
15;21
21;13
22;21
17;21
10;13
16
14;30
29;25
08
26;04
25;09
06;16
26;07
02
07;30
05;02
28;19
09;09
28;08
22;19
04;26
06;08
21;16
28;07
19;16
07
27;04
28;12
06;24
30;14
23;22
17;09
12;12
02;09
07;05
30;29
22
29
19;21
15;20
02;13
08
10;04
10;03
12;25
20
26;12
11;15
25;03
03;06
22;08
04
10;22
12;31
02;23
21;12
19
07;03
07;21
29;20
11;10
15;07
01;13
23;22
23;21
07;19
11
18;09
17;11
28;13
12;11
18;18
04;16
24;26
18;31
23
07;09
08;08
07;22
22;13
25;27
09;01
29;06
10;11
11
13;04
19;25
16;16
24;19
22;13
23;29
22;26
17;19
28;25
23
17
18;13
05;04
12
07;09
30;10
04;22
26
24;16
06;09
10;20
22;14
01;20
16;08
31;22
18;05
13
05;12
06;04
17;23
26;26
16;31
01;17
28;04
18;15
10;10
21;07
23;10
07;29
19;13
22;21
22
07;27
27;14
15
06;22
12;26
17;29
27;18
01;12
02;23
08;13
01;22
18;14
08;21
15
19;04
27;02
15;03
16;30
22
19
19;13
02
30;03
06;12
15;17
28;26
13;10
17;26
26;19
06;15
23;04
02;14
21;31
08;04
06;19
06;04
29;03
23;17
02;20
21;29
20;18
